Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
OptidesLabkeyTests,Chrome 65.0.3325.181,,2018-03-27 13:43:26,2018-03-27 13:43:51,25.318s,PASSED
,,,,,,
Test Cases/LSCActivityCalcTest,Chrome 65.0.3325.181,Testing Transformation Script on the VIVOAssay/Sample/LSC Assay,2018-03-27 13:43:26,2018-03-27 13:43:51,24.661s,PASSED
callTestCase,Chrome 65.0.3325.181,,2018-03-27 13:43:27,2018-03-27 13:43:36,9.426s,PASSED
mouseOver,Chrome 65.0.3325.181,,2018-03-27 13:43:36,2018-03-27 13:43:37,0.478s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-03-27 13:43:37,2018-03-27 13:43:38,1.029s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:38,2018-03-27 13:43:39,1.024s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:39,2018-03-27 13:43:40,1.276s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:40,2018-03-27 13:43:41,0.585s,PASSED
selectOptionByLabel,Chrome 65.0.3325.181,,2018-03-27 13:43:41,2018-03-27 13:43:41,0.212s,PASSED
selectOptionByLabel,Chrome 65.0.3325.181,,2018-03-27 13:43:41,2018-03-27 13:43:41,0.196s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:41,2018-03-27 13:43:42,0.638s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 13:43:42,2018-03-27 13:43:42,0.343s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 13:43:42,2018-03-27 13:43:43,1.224s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:43,2018-03-27 13:43:46,2.432s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:46,2018-03-27 13:43:46,0.750s,PASSED
waitForPageLoad,Chrome 65.0.3325.181,,2018-03-27 13:43:46,2018-03-27 13:43:47,0.116s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2018-03-27 13:43:47,2018-03-27 13:43:47,0.384s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2018-03-27 13:43:47,2018-03-27 13:43:47,0.239s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2018-03-27 13:43:47,2018-03-27 13:43:47,0.182s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2018-03-27 13:43:47,2018-03-27 13:43:47,0.166s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2018-03-27 13:43:47,2018-03-27 13:43:48,0.167s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:48,2018-03-27 13:43:48,0.694s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:48,2018-03-27 13:43:49,0.191s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:49,2018-03-27 13:43:49,0.421s,PASSED
verifyTextPresent,Chrome 65.0.3325.181,,2018-03-27 13:43:49,2018-03-27 13:43:49,0.111s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 13:43:49,2018-03-27 13:43:50,1.084s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-27 13:43:50,2018-03-27 13:43:51,0.788s,PASSED
