Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
OptidesLabkeyTests,Chrome 64.0.3282.167,,2018-02-15 15:37:14,2018-02-15 15:40:35,3m - 20.336s,PASSED
,,,,,,
Test Cases/postTest-RemoveTestConstructs,Chrome 64.0.3282.167,remove constructs temporarily inserted for the test to work properly,2018-02-15 15:37:15,2018-02-15 15:40:35,3m - 19.851s,PASSED
callTestCase,Chrome 64.0.3282.167,use global script for log in with credentials and BASE_URL set there,2018-02-15 15:37:16,2018-02-15 15:37:30,14.580s,PASSED
mouseOver,Chrome 64.0.3282.167,,2018-02-15 15:37:30,2018-02-15 15:37:31,1.188s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-15 15:37:31,2018-02-15 15:37:34,2.498s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:37:34,2018-02-15 15:37:36,2.067s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:37:36,2018-02-15 15:37:38,1.798s,PASSED
executeJavaScript,Chrome 64.0.3282.167,,2018-02-15 15:37:38,2018-02-15 15:37:38,0.116s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-15 15:37:38,2018-02-15 15:37:40,2.444s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:37:40,2018-02-15 15:37:41,1.150s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:37:41,2018-02-15 15:37:42,0.433s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:37:42,2018-02-15 15:37:44,2.581s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:37:44,2018-02-15 15:38:06,21.327s,PASSED
mouseOver,Chrome 64.0.3282.167,,2018-02-15 15:38:06,2018-02-15 15:38:06,0.339s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-15 15:38:06,2018-02-15 15:38:07,1.095s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:38:07,2018-02-15 15:38:09,1.491s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:38:09,2018-02-15 15:38:11,2.264s,PASSED
executeJavaScript,Chrome 64.0.3282.167,,2018-02-15 15:38:11,2018-02-15 15:38:11,0.015s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-15 15:38:11,2018-02-15 15:38:13,2.079s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:38:13,2018-02-15 15:38:14,1.267s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:38:14,2018-02-15 15:38:15,0.407s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:38:15,2018-02-15 15:38:17,2.702s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:38:17,2018-02-15 15:39:17,59.920s,PASSED
mouseOver,Chrome 64.0.3282.167,,2018-02-15 15:39:17,2018-02-15 15:39:18,0.237s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-02-15 15:39:18,2018-02-15 15:39:19,0.956s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:39:19,2018-02-15 15:39:20,1.317s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:39:20,2018-02-15 15:39:22,2.270s,PASSED
executeJavaScript,Chrome 64.0.3282.167,,2018-02-15 15:39:22,2018-02-15 15:39:22,0.018s,PASSED
setText,Chrome 64.0.3282.167,,2018-02-15 15:39:22,2018-02-15 15:39:24,1.697s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:39:24,2018-02-15 15:39:25,1.243s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:39:25,2018-02-15 15:39:26,0.455s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:39:26,2018-02-15 15:39:28,2.845s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:39:28,2018-02-15 15:39:51,23.029s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:39:51,2018-02-15 15:39:52,0.819s,PASSED
click,Chrome 64.0.3282.167,,2018-02-15 15:39:52,2018-02-15 15:39:53,0.999s,PASSED
executeJavaScript,Chrome 64.0.3282.167,,2018-02-15 15:39:53,2018-02-15 15:39:53,0.020s,PASSED
