Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
OptidesLabkeyTests,Chrome 65.0.3325.181,,2018-03-27 14:33:16,2018-03-27 14:36:00,2m - 43.896s,PASSED
,,,,,,
Test Cases/postTest-RemoveTestConstructs,Chrome 65.0.3325.181,remove constructs temporarily inserted for the test to work properly,2018-03-27 14:33:16,2018-03-27 14:36:00,2m - 43.323s,PASSED
callTestCase,Chrome 65.0.3325.181,use global script for log in with credentials and BASE_URL set there,2018-03-27 14:33:17,2018-03-27 14:33:26,9.500s,PASSED
mouseOver,Chrome 65.0.3325.181,,2018-03-27 14:33:26,2018-03-27 14:33:27,0.459s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-03-27 14:33:27,2018-03-27 14:33:28,0.726s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:33:28,2018-03-27 14:33:29,1.167s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:33:29,2018-03-27 14:33:30,1.237s,PASSED
executeJavaScript,Chrome 65.0.3325.181,,2018-03-27 14:33:30,2018-03-27 14:33:30,0.064s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:33:30,2018-03-27 14:33:31,0.688s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:33:31,2018-03-27 14:33:32,0.988s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:33:32,2018-03-27 14:33:32,0.185s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:33:32,2018-03-27 14:33:32,0.492s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:33:32,2018-03-27 14:34:00,27.522s,PASSED
mouseOver,Chrome 65.0.3325.181,,2018-03-27 14:34:00,2018-03-27 14:34:00,0.067s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-03-27 14:34:00,2018-03-27 14:34:01,0.575s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:01,2018-03-27 14:34:02,1.228s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:02,2018-03-27 14:34:03,1.143s,PASSED
executeJavaScript,Chrome 65.0.3325.181,,2018-03-27 14:34:03,2018-03-27 14:34:03,0.014s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:34:03,2018-03-27 14:34:04,0.684s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:04,2018-03-27 14:34:05,0.990s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:05,2018-03-27 14:34:05,0.160s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:05,2018-03-27 14:34:05,0.470s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:05,2018-03-27 14:34:35,30.094s,PASSED
mouseOver,Chrome 65.0.3325.181,,2018-03-27 14:34:35,2018-03-27 14:34:35,0.065s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-03-27 14:34:35,2018-03-27 14:34:36,0.586s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:36,2018-03-27 14:34:37,1.381s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:37,2018-03-27 14:34:39,1.583s,PASSED
executeJavaScript,Chrome 65.0.3325.181,,2018-03-27 14:34:39,2018-03-27 14:34:39,0.011s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 14:34:39,2018-03-27 14:34:40,1.005s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:40,2018-03-27 14:34:41,1.132s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:41,2018-03-27 14:34:41,0.183s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:41,2018-03-27 14:34:42,0.528s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 14:34:42,2018-03-27 14:35:14,31.671s,PASSED
